guid,fire_dept_name,hq_addr_1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,organization_type,website,number_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,non_firefighting_civilian,non_firefighting_volunteer,primary_agency_for_em
103,Acton Fire Department,256 Central ST,,Acton,MA,01720-2847,256 Central ST,,,Acton,MA,01720-2847,(978) 264-9645,(978) 263-9887,MIDDLESEX                ,Mostly Career,Local (includes career  combination  and volunteer),,3,40,2,0,1,2,
104,Acton Fire Department,1725 Route 109,,Acton,ME,4001,1725 Route 109,,,Acton,ME,04001-5218,207-636-3230,207-636-4520,YORK                     ,Volunteer,Local (includes career  combination  and volunteer),http://www.acton-fire.org/,1,0,0,43,0,10,1
105,Acushnet Fire & EMS,24 Russell ST,,Acushnet,MA,2743,24 Russell ST,,,Acushnet,MA,02743-2224,508-998-0250,508-998-5889,BRISTOL                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.acushnetfire.com/,3,8,0,33,1,0,0
106,Acworth Volunteer Fire & Rescue Company  Inc.,121 Hill RD,,Acworth,NH,3601,,,PO Box 86,Acworth,NH,03601-0086,000-000-0000,,SULLIVAN                 ,Volunteer,Contract fire department,,1,0,14,0,0,0,0
107,Ada Fire Department,201 S Broadway AVE,,Ada,OK,74820-5803,201 S Broadway AVE,,,Ada,OK,74820-5803,580-436-8076,580-436-8079,PONTOTOC                 ,Career,Local (includes career  combination  and volunteer),,2,32,0,0,0,0,
108,Ada Fire Department,W3984 Highway 32,,Elkhart Lake,WI,53020,W3984 Highway 32,,,Elkhart Lake,WI,53020,(920) 565-3131,,SHEBOYGAN                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,14,
109,Ada Township Fire Department,6990 E Fulton ST,PO Box 370,Ada,MI,49301,,,PO Box 370,Ada,MI,49301-0370,616-676-2376,616-676-2173,KENT                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://adafire.org/default.aspx,2,3,0,22,0,0,0
110,Ada Volunteer Fire Department,420 W Main ST,,Ada,MN,56510-1254,,,PO Box 32,Ada,MN,56510-0032,218-784-5528,,NORMAN                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,19,0,0,
111,Ada-Liberty TWP Fire Department,525 N Main ST,,Ada,OH,45810-1025,525 N Main ST,,,Ada,OH,45810-1025,(419) 634-0880,,HARDIN                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,14,0,1,
112,Adair County Tri-Community Fire Department,RR 5 Box 1580,,Stilwell,OK,74960-9260,,,PO Box 484,Stilwell,OK,74960-0484,918-696-5609,918-696-5609,ADAIR                    ,Volunteer,Local (includes career  combination  and volunteer),,2,0,20,0,0,4,
113,Adair Fire Department,103 N Mayes,,Adair,OK,74330,,,PO Box 198,Adair,OK,74330,(918) 785-4299,(918) 785-4297,MAYES                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
114,Adair Rural Fire Protection District,6021 NE Marcus Harris AVE,,Adair Village,OR,97330-9490,6021 NE Marcus Harris AVE,,,Corvallis,OR,97330-9490,541-745-7212,541-745-2059,BENTON                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.adair-rural-fire.com/,2,0,17,0,0,6,
115,Adair Volunteer Fire Department  Inc.,505 5TH ST,PO Box 36,Adair,IA,50002,,,PO Box 36,Adair,IA,50002-0036,641-742-3254,,ADAIR                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,35,0,0,0,1
116,Adairsville Fire Department,2367 Hall Station RD,,Adairsville,GA,30103,116 Public SQ,,,Adairsville,GA,30103,770-773-2590,770-877-3170,BARTOW                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,7,8,0,0,0,
117,Adairville Rural Fire Department  Inc.,220 W Gallatin ST,,Adairville,KY,42202,220 W Gallatin ST,,P.O. Box 185,Adairville,KY,42202,270-539-6731,270-539-5503,LOGAN                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,0,
118,Adak Volunteer Fire Department,T-2776 Terminal RD,PO Box 2043,Adak,AK,99546-2043,T-2776 Terminal RD,,PO Box 2043,Adak,AK,99546-2043,(907) 592-4145,(907) 592-4262,ALEUTIANS WEST           ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,1,20,0,0,2,
119,Adam Volunteer Fire Department,303 W Main ST,PO Box 357,Adams,MN,55909-0357,303 W Main ST,,PO Box 357,Adams,MN,55909-0357,507-582-3662,,MOWER                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
120,Adams Center Fire Department,13401 North ST,PO Box 248,Adams Center,NY,13606-0248,13401 North ST,,PO Box 248,Adams Center,NY,13606-0248,315-583-5533,315-583-5533,JEFFERSON                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,18,0,0,0,
121,Adams County Fire District,105 N Main ST,PO Box 735,Adams,WI,53910-0735,105 N Main ST,PO Box 735,,Adams,WI,53910-0735,(608) 339-3011,(608) 339-3454,ADAMS                    ,Volunteer,Local (includes career  combination  and volunteer),,2,0,35,0,0,4,
122,Adams County Fire Protection District 7,175 SE Main ST,PO Box 577,Washtucna,WA,99371-0577,,,PO Box 577,Washtucna,WA,99371-0577,509-646-3393,509-646-3393,ADAMS                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,
123,Adams County Fire Protection District No. 1,120 West Main,,Ritzville,WA,99169,120 West Main,,,Ritzville,WA,99169,(509) 659-0600,(509) 659-0601,ADAMS                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
124,Adams County Fire Protection District No. 5,220 S Broadway,,Othello,WA,99344,220 S Broadway,,,Othello,WA,99344,509-488-2951,509-488-7808,ADAMS                    ,Mostly Volunteer,Local (includes career  combination  and volunteer),,3,4,0,35,0,1,
125,Adams Fire Company,7313 Nash RD,,North Tonawanda,NY,14120,7313 Nash RD,,,North Tonawanda,NY,14120,(716) 692-3213,(716) 743-0599,NIAGARA                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,40,0,0,40,
126,Adams Fire Department,3 Columbia ST,,Adams,MA,1220,3 Columbia ST,,,Adams,MA,01220-1307,413-743-1929,413-743-0896,BERKSHIRE                ,Volunteer,Local (includes career  combination  and volunteer),http://adamsalerts.com/,1,0,36,0,0,0,1
127,Adams Fire Department,4 N Main ST,,Adams,NY,13605,,,PO Box 52,Adams,NY,13605,(315) 232-4033,,JEFFERSON                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
128,Adams Rural Fire Department,409 Farup ST,,Adams,ND,58210,,,PO Box 6,Adams,ND,58210,701-944-2737,,WALSH                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,0,
129,Adams Rural Fire Department,7th and Main ST,,Adams,NE,68301,10315 S 176 RD,,,Adams,NE,68301-8203,402-988-4795,,GAGE                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,
130,Adams Township Fire Department,P.O. BOX 161,7457 S. 200 E.,Markleville,IN,46056,P.O. BOX 161,7457 S. 200 E.,,Markleville,IN,46056,(765) 533-2240,(765) 533-4471,MADISON                  ,Volunteer,Local (includes career  combination  and volunteer),,0,0,30,0,0,0,
131,Adams Township Volunteer Fire Company 2,849 Locust ST,PO Box 368,Saint Michael,PA,15951-0368,849 Locust ST,,PO Box 368,Saint Michael,PA,15951-0368,814-495-4111,814-495-9376,CAMBRIA                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
132,Adams Township Volunteer Fire Company Dunlo 1,180 Pitcairn AVE,PO Box 282,Dunlo,PA,15930-0282,,,PO Box 282,Dunlo,PA,15930-0282,814-487-7245,814-487-7245,CAMBRIA                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,40,0,0,0,
133,Adams Township Volunteer Fire Department,46918 Erickson DR,,Atlantic Mine,MI,49905,,,PO Box 520,South Range,MI,49963,(906) 482-4420,(906) 482-1073,HOUGHTON                 ,Volunteer,Local (includes career  combination  and volunteer),,2,0,26,0,0,9,
134,Adams Township-Rosewood Fire Department,11029 ST RR 29 W,PO Box 108,Rosewood,OH,43070,,,PO Box 108,Rosewood,OH,43070-0108,937-362-2331,937-362-3568,CHAMPAIGN                ,Volunteer,Local (includes career  combination  and volunteer),N/A,1,0,15,0,0,0,
135,Adams Volunteer Fire Department,7721 Highway 41 N,,Adams,TN,37010-4917,7721 Highway 41 N,,,Adams,TN,37010-4917,(615) 696-1267,(615) 696-1267,ROBERTSON                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,17,0,0,0,
136,Adamsburg & Community Volunteer Fire Department,495 Edna RD,PO Box 92,Adamsburg,PA,15611-0092,,,PO Box 92,Adamsburg,PA,15611-0092,724-527-6250,724-523-2797,WESTMORELAND             ,Volunteer,Local (includes career  combination  and volunteer),http://www.adamsburgpafire.org,1,0,33,0,0,6,
137,Adamstown Fire Company No. 1,30 S Poplar ST,PO Box  52,Adamstown,PA,19501-0052,30 S Poplar ST,PO Box  52,,Adamstown,PA,19501-0052,(717) 484-4157,(717) 484-4203,LANCASTER                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,5,
138,Adamsville Community Fire Department,5325 Mollies Roack RD,,Adamsville,OH,43802,,,PO Box 305,Adamsville,OH,43802,740-796-3371,740-796-9583,MUSKINGUM                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,32,0,0,6,
139,Adamsville Volunteer Fire Department,231 E Main ST,,Adamsville,TN,38310-2317,231 E Main ST,,,Adamsville,TN,38310-2317,(731) 632-4400,(731) 632-1779,MCNAIRY                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,16,0,0,
140,Addieville Community Fire Protection District,125 S Center ST,,Addieville,IL,62214,,,PO Box 104,Addieville,IL,62214,618-424-7965,618-424-7965,WASHINGTON               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,25,0,0,
141,Addington Volunteer Fire Department,204 Parker,,Addington,OK,73520,,,PO Box 2,Addington,OK,73520-0002,580-439-5381,,JEFFERSON                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,8,0,0,0,
142,Addis Volunteer Fire Department,6875 LA Highway 1 S,,Addis,LA,70710,,,PO Box 10,Addis,LA,70710-0010,225-749-6175,225-749-7102,WEST BATON ROUGE         ,Mostly Volunteer,Local (includes career  combination  and volunteer),,3,1,28,0,0,0,1
143,Addison Fire Department,4788 Airport PKWY,PO Box 9010,Addison,TX,75001-9010,,,PO Box 9010,Addison,TX,75001-9010,(972) 450-7201,(972) 450-7208,DALLAS                   ,Career,Local (includes career  combination  and volunteer),http://www.ci.addison.tx.us/,2,55,0,0,1,0,
144,Addison Fire Department,319 E Main ST,,Addison,MI,49220-0328,,,PO Box 328,Addison,MI,49220-0328,517-547-6776,517-547-4179,LENAWEE                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,5,0,30,0,0,
145,Addison Fire Protection District #1,10 S Addison RD,,Addison,IL,60101-3870,10 S Addison RD,,,Addison,IL,60101-3870,(630) 628-3100,(630) 543-9742,DUPAGE                   ,Mostly Career,Local (includes career  combination  and volunteer),http://www.addisonadvantage.org/Fire.htm,3,63,0,4,3,0,
146,Addison Township Fire Department,4026 Forest ST,,Leonard,MI,48367,4026 Forest ST,,,Leonard,MI,48367-1909,248-628-5600,248-628-5770,OAKLAND                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,5,0,25,0,2,1
147,Addison Volunteer Fire Department,44 VT 17 RT,,Addison,VT,5491,44 VT 17 RT,,,Addison,VT,5491,802-759-2337,,ADDISON                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,29,0,0,1,
148,Addison Volunteer Fire Department,7214 National PIKE,PO Box 117,Addison,PA,15411-0117,,,PO Box 117,Addison,PA,15411-0117,814-395-5719,814-395-5719,SOMERSET                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,23,0,0,12,
149,Addison Volunteer Fire Department,1 Tuscarora ST,,Addison,NY,14801,1 Tuscarora ST,,,Addison,NY,14801,(607) 359-3500,,STEUBEN                  ,Volunteer,Local (includes career  combination  and volunteer),,2,0,48,0,0,0,
150,Adel Fire Department,730 S Elm ST,,Adel,GA,31620,,,PO Box 1530,Adel,GA,31620,(229) 896-7375,(229) 896-5259,COOK                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,13,0,20,0,0,
151,Adel Volunteer Fire Department,102 S 10th ST,PO Box 127,Adel,IA,50003-1737,102 S 10th ST,,PO Box 127,Adel,IA,50003-1737,515-993-6746,,DALLAS                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,27,0,0,0,
152,Adell Volunteer Fire Department,PO Box 100,,Adell,WI,53001-0100,,,PO Box 100,Adell,WI,53001-0100,(920) 994-9478,(920) 994-4462,SHEBOYGAN                ,Volunteer,Contract fire department,,1,0,28,0,0,12,
153,Adell-Whitt Volunteer Fire Department,PO Box 72,,Whitt,TX,76490-0072,,,PO Box 72,Whitt,TX,76490-0072,(940) 798-3055,,PARKER                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,10,
154,Adelphia Fire Company,925 Adelphia RD,PO Box 125,Adelphia,NJ,07710-0125,925 Adelphia RD,,PO Box 125,Adelphia,NJ,07710-0125,(732) 577-1781,(732) 462-9534,MONMOUTH                 ,Volunteer,Local (includes career  combination  and volunteer),http://www.adelphiafire.com/,2,0,53,0,0,0,
155,Adena Volunteer Fire Company,270 E Main ST,PO Box 656,Adena,OH,43901,,,PO Box 656,Adena,OH,43901-0656,(740) 546-4113,,JEFFERSON                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
156,Adger VFD,7276 Johns RD,PO Box 253,Adger,AL,35006,7276 Johns RD,PO Box 253,,Adger,AL,35006,(205) 424-6310,,JEFFERSON                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,
157,Adin Fire Protection District,108 Center ST,,Adin,CA,96006,,,PO Box 16,Adin,CA,96006-0016,530-299-4700,530-299-4700,MODOC                    ,Volunteer,Local (includes career  combination  and volunteer),http://adinfire.org/,1,0,16,0,0,0,1
158,Adona Volunteer Fire Department,22 S Locust,PO Box 101,Adona,AR,72001,,,PO Box 101,Adona,AR,72001-0101,(501) 662-4455,,PERRY                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,2,0,
159,Adrian Charter Township Fire Department,2889 Tipton HWY,,Adrian,MI,49221,2889 Tipton HWY,,,Adrian,MI,49221,(517) 265-1314,,LENAWEE                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,32,0,0,
160,Adrian Fire Department,208 S Main ST,,Adrian,MI,49221,208 S Main ST,,,Adrian,MI,49221-2615,517-264-4879,517-264-4871,LENAWEE                  ,Mostly Career,Local (includes career  combination  and volunteer),http://ci.adrian.mi.us/Services/Fire-Department.aspx,1,19,0,10,1,0,1
161,Adrian Fire Department,310 Maine ST,PO Box 187,Adrian,MN,56110-0187,310 Maine ST,,PO Box 187,Adrian,MN,56110-0187,507-483-2849,,NOBLES                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,26,0,0,0,
162,Adrian Rural Fire Protection District,608 First,PO Box 167,Adrian,OR,97901,608 First,,PO Box 167,Adrian,OR,97901,(541) 372-2220,,MALHEUR                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,10,
163,Adrian Sandy Fire Company 3,83 Guy AVE,,Du Bois,PA,15801-3907,83 Guy AVE,,,Du Bois,PA,15801,814-371-7846,814-371-2840,CLEARFIELD               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,3,
164,Adrian Volunteer Fire Department,RTE 20 S,PO Box 84,Adrain,WV,26210,,,PO Box 84,Adrian,WV,26210,304-472-4736,,UPSHUR                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,32,0,0,25,
165,Advance Fire Department,308 W Gabriel ST,,Advance,MO,63730,,,PO Box 348,Advance,MO,63730-0348,573-722-3156,573-722-5487,STODDARD                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,17,0,0,0,0
166,Advance Volunteer Fire Department,106 E Wall ST,PO Box 4,Advance,IN,46102,,,PO Box 4,Advance,IN,46102-0004,765-482-1412,,BOONE                    ,Volunteer,Local (includes career  combination  and volunteer),,2,0,30,0,0,15,1
167,Adwolfe Volunteer Fire Department,104 Thomas Bridge RD,PO Box 1305,Marion,VA,24354-1305,104 Thomas Bridge RD,,PO Box 1305,Marion,VA,24354-1305,(276) 783-6444,(276) 783-3602,SMYTH                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,36,0,0,0,
168,Aerojet Fire Services,HWY 50 and Hazel AVE,PO Box 13222,Sacramento,CA,95813-6000,HWY 50 and Hazel AVE,,PO Box 13222,Sacramento,CA,95813-6000,(916) 355-3473,(916) 355-4767,SACRAMENTO               ,Career,Private or industrial fire  brigade,,1,15,0,0,0,16,
169,Aetna Hose  Hook and Ladder Company,31 Academy ST,,Newark,DE,19711,,,PO Box 148,NEWARK,DE,19715-0148,302-454-3300,(302) 454-3530,NEW CASTLE               ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.aetnahhl.org/,5,6,100,45,2,150,
170,Affton Fire Protection District,9282 Gravois RD,,Saint Louis,MO,63123,9282 Gravois RD,,,Saint Louis,MO,63123-4526,314-631-1803,314-631-3569,SAINT LOUIS              ,Mostly Career,Local (includes career  combination  and volunteer),http://www.afftonfire.com/,3,33,30,0,1,0,1
171,Afton Fire Department,115 S Main ST,,Afton,OK,74331,,,PO Box 250,Afton,OK,74331-0250,918-257-4364,918-257-8657,OTTAWA                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,15,0,0,0,1
172,Afton Fire Dept,15 Spring ST,,Afton,NY,13730,15 Spring ST,,,Afton,NY,13730,(607) 639-1040,,CHENANGO                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,40,0,0,0,
173,Afton Volunteer Fire Department,110 W Kansas ST,PO Box 47,Afton,IA,50830-0047,110 W Kansas ST,,PO Box 47,Afton,IA,50830-0047,(641) 347-5212,(641) 347-5212,UNION                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
174,Afton Volunteer Fire Department,191 S Washington ST,,Afton,WY,83110,,,PO Box 1294,Afton,WY,83110-1294,(307) 885-3594,,LINCOLN                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,1,0,
175,Agar Fire Department,210 Ash ST,PO Box 124,Agar,SD,57520-0124,,,PO Box 124,Agar,SD,57520-0124,605-765-9345,,SULLY                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,0,
176,Agate Rural Volunteer Fire Department,40391 First ST,,Agate,CO,80101,,,PO Box 146,Agate,CO,80101,(719) 764-2771,(719) 764-2391,ELBERT                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,0,
177,Agawam Fire Department,800 Main ST,,Agawam,MA,01001-2576,800 Main ST,,,Agawam,MA,01001-2576,(413) 786-2662,(413) 786-1241,HAMPDEN                  ,Mostly Career,Local (includes career  combination  and volunteer),,2,57,0,15,1,0,
178,Agency Volunteer Fire & Rescue,105 W Main ST,PO Box 266,Agency,IA,52530,105 W Main ST,PO Box 266,,Agency,IA,52530,(641) 937-5002,(641) 937-5773,WAPELLO                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,3,
179,Agenta/Oreana Fire Protection District,5424 White Oak CT,,Oreana,IL,62554-8063,5424 White Oak CT,,,Oreana,IL,62554-8063,(217) 468-2313,(217) 420-1957,MACON                    ,Volunteer,Local (includes career  combination  and volunteer),,2,0,50,0,0,3,
180,Agness Illatie Volunteer Fire Department,Agness Illatie RD,,Agness,OR,97406,,,PO Box 26,Agness,OR,97406,541-247-7987,,CURRY                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,4,
181,Agricola Volunteer Fire Department,6191 HWY 613,,Lucedale,MS,39452,127 Wright WAY,,,Lucedale,MS,39452-9551,601-508-8243,,GEORGE                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
